# 21080
6.144591048605976269e-01,   -5.829491931441577179e-01,   1.031509911716439909e+00,   1.304611315138021199e-01
6.141757509475906929e-01,   -5.831086013908447496e-01,   1.031067149556745832e+00,   1.303702069433888555e-01
6.138945739835253157e-01,   -5.832670309503832362e-01,   1.030627543033141968e+00,   1.302799887539428658e-01
6.136155753580611050e-01,   -5.834244853664710684e-01,   1.030191089991590037e+00,   1.301904772289343981e-01
6.133387532883139981e-01,   -5.835809692988325192e-01,   1.029757783989481368e+00,   1.301016716345066992e-01
6.130641035578960896e-01,   -5.837364882480636785e-01,   1.029327615309832300e+00,   1.300135704569829187e-01
6.127916201143082109e-01,   -5.838910483341428481e-01,   1.028900571780165363e+00,   1.299261715948147877e-01
6.125212955479335530e-01,   -5.840446561196426245e-01,   1.028476639428290929e+00,   1.298394725124569771e-01
6.122531214724524773e-01,   -5.841973184699881250e-01,   1.028055803002464241e+00,   1.297534703625465857e-01
6.119870888236290662e-01,   -5.843490424442713271e-01,   1.027638046379357739e+00,   1.296681620818472824e-01
6.117231880910198871e-01,   -5.844998352110900575e-01,   1.027223352879929941e+00,   1.295835444656322499e-01
6.114614094948106482e-01,   -5.846497039847453614e-01,   1.026811705510065398e+00,   1.294996142244374537e-01
6.112017431181583360e-01,   -5.847986559778783899e-01,   1.026403087140280057e+00,   1.294163680265244531e-01
6.109441790037711817e-01,   -5.849466983672686471e-01,   1.025997480636502424e+00,   1.293338025288538473e-01
6.106887072220580359e-01,   -5.850938382700234808e-01,   1.025594868952034666e+00,   1.292519143989339092e-01
6.104353179168732213e-01,   -5.852400827279324869e-01,   1.025195235188940845e+00,   1.291707003294767508e-01
6.101840013339566715e-01,   -5.853854386980645863e-01,   1.024798562635892196e+00,   1.290901570475002647e-01
6.099347478361566433e-01,   -5.855299130481277370e-01,   1.024404834788029017e+00,   1.290102813191927877e-01
6.096875479088790240e-01,   -5.856735125552987586e-01,   1.024014035353580265e+00,   1.289310699516398317e-01
6.094423921584365411e-01,   -5.858162439075695893e-01,   1.023626148250866841e+00,   1.288525197922802956e-01
6.091992713055283115e-01,   -5.859581137067714218e-01,   1.023241157598756779e+00,   1.287746277267974859e-01
6.089581761755710199e-01,   -5.860991284726865258e-01,   1.022859047702884494e+00,   1.286973906760087161e-01
6.087190976872440817e-01,   -5.862392946477393840e-01,   1.022479803039504809e+00,   1.286208055921765903e-01
6.084820268402215682e-01,   -5.863786186019201985e-01,   1.022103408238301370e+00,   1.285448694550689330e-01
6.082469547029921708e-01,   -5.865171066376505538e-01,   1.021729848065341617e+00,   1.284695792680455861e-01
6.080138724011594498e-01,   -5.866547649944146015e-01,   1.021359107406744737e+00,   1.283949320542977501e-01
6.077827711067582683e-01,   -5.867915998530145449e-01,   1.020991171253743612e+00,   1.283209248534203928e-01
6.075536420287059869e-01,   -5.869276173393738194e-01,   1.020626024689332167e+00,   1.282475547183454800e-01
6.073264764046317765e-01,   -5.870628235278447793e-01,   1.020263652876786997e+00,   1.281748187127178529e-01
6.071012654940826092e-01,   -5.871972244440091249e-01,   1.019904041050073484e+00,   1.281027139087147493e-01
6.068780005730612936e-01,   -5.873308260669781733e-01,   1.019547174506083120e+00,   1.280312373852912078e-01
6.066566729299264216e-01,   -5.874636343312238385e-01,   1.019193038598702472e+00,   1.279603862268613446e-01
6.064372738624695947e-01,   -5.875956551279734041e-01,   1.018841618734496191e+00,   1.278901575223602149e-01
6.062197946761117562e-01,   -5.877268943062117224e-01,   1.018492900369900145e+00,   1.278205483646597251e-01
6.060042266830563129e-01,   -5.878573576733522321e-01,   1.018146869009703970e+00,   1.277515558502926307e-01
6.057905612022824737e-01,   -5.879870509956041102e-01,   1.017803510206678475e+00,   1.276831770794477627e-01
6.055787895602366966e-01,   -5.881159799981036107e-01,   1.017462809562132975e+00,   1.276154091561849668e-01
6.053689030920748060e-01,   -5.882441503648579983e-01,   1.017124752727216919e+00,   1.275482491888266789e-01
6.051608931433614114e-01,   -5.883715677385289444e-01,   1.016789325404832578e+00,   1.274816942904982708e-01
6.049547510720808541e-01,   -5.884982377201131154e-01,   1.016456513351967850e+00,   1.274157415797635418e-01
6.047504682508559881e-01,   -5.886241658685579248e-01,   1.016126302382298174e+00,   1.273503881813285998e-01
