# 100.02000000000001
1.800000000000000000e+02,   1.000489458508984519e+00
1.791897085629343565e+02,   1.000477773682362459e+00
1.788540653102857618e+02,   1.000466157432465142e+00
1.785965106690548794e+02,   1.000454628759458897e+00
1.783793766070760682e+02,   1.000443200963053503e+00
1.781880728619260879e+02,   1.000431882959039065e+00
1.780151167238806238e+02,   1.000420680343401703e+00
1.778560631581522671e+02,   1.000409596245396493e+00
1.777080160032228093e+02,   1.000398632004972921e+00
1.775689635953933134e+02,   1.000387787704813292e+00
1.774374412668768741e+02,   1.000377062582809895e+00
1.773123433210725466e+02,   1.000366455346834105e+00
1.771928107488967328e+02,   1.000355964410253984e+00
1.770781604312286959e+02,   1.000345588063781044e+00
1.769678385023350984e+02,   1.000335324596677733e+00
1.768613885012454432e+02,   1.000325172378110361e+00
1.767584289543538318e+02,   1.000315129907697109e+00
1.766586371850327737e+02,   1.000305195842547734e+00
1.765617373582443577e+02,   1.000295369006930724e+00
1.764674914801141483e+02,   1.000285648389293680e+00
1.763756925059920775e+02,   1.000276033130690578e+00
1.762861589829914237e+02,   1.000266522507573974e+00
1.761987308290123337e+02,   1.000257115911441730e+00
1.761132659667870257e+02,   1.000247812827109728e+00
1.760296376103339071e+02,   1.000238612811054306e+00
1.759477320556169389e+02,   1.000229515470729691e+00
1.758674468654242844e+02,   1.000220520445624262e+00
1.757886893657577900e+02,   1.000211627390418245e+00
1.757113753907806597e+02,   1.000202835960585013e+00
1.756354282278774406e+02,   1.000194145800376688e+00
1.755607777251571235e+02,   1.000185556533327969e+00
1.754873595318355797e+02,   1.000177067755061433e+00
1.754151144480882465e+02,   1.000168679028262897e+00
1.753439878656879785e+02,   1.000160389879624301e+00
1.752739292843982639e+02,   1.000152199798504782e+00
1.752048918919475966e+02,   1.000144108237074114e+00
1.751368321976570428e+02,   1.000136114611710036e+00
1.750697097115756264e+02,   1.000128218305363248e+00
1.750034866623985295e+02,   1.000120418670752187e+00
1.749381277485898067e+02,   1.000112715034084721e+00
1.748735999180522924e+02,   1.000105106699167079e+00
1.748098721724431357e+02,   1.000097592951756820e+00
1.747469153928462617e+02,   1.000090173063943988e+00
1.746847021840200682e+02,   1.000082846298503192e+00
1.746232067348579733e+02,   1.000075611913073370e+00
1.745624046930446696e+02,   1.000068469164086871e+00
1.745022730521823178e+02,   1.000061417310401435e+00
1.744427900499035218e+02,   1.000054455616549376e+00
1.743839350756908573e+02,   1.000047583355614389e+00
1.743256885872966393e+02,   1.000040799811692693e+00
1.742680320348022747e+02,   1.000034104281896763e+00
1.742109477914800379e+02,   1.000027496077994904e+00
1.741544190907277709e+02,   1.000020974527599638e+00
1.740984299684363066e+02,   1.000014538974988598e+00
1.740429652102291698e+02,   1.000008188781552176e+00
1.739880103030794487e+02,   1.000001923325898989e+00
1.739335513908686437e+02,   9.999957420036795774e-01
1.738795752335021518e+02,   9.999896442271042352e-01
1.738260691692384228e+02,   9.999836294242616663e-01
1.737730210799296628e+02,   9.999776970382304730e-01
1.737204193589029728e+02,   9.999718465260009070e-01
1.736682528812410169e+02,   9.999660773572978112e-01
1.736165109762465306e+02,   9.999603890133176298e-01
1.735651834018978263e+02,   9.999547809853580604e-01
1.735142603211224070e+02,   9.999492527734499259e-01
1.734637322797321133e+02,   9.999438038849771671e-01
1.734135901858811337e+02,   9.999384338333011657e-01
1.733638252909187827e+02,   9.999331421364181516e-01
1.733144291715242673e+02,   9.999279283156974341e-01
1.732653937130195345e+02,   9.999227918946719251e-01
1.732167110937666337e+02,   9.999177323979241416e-01
1.731683737705647275e+02,   9.999127493500562514e-01
1.731203744649695864e+02,   9.999078422747710304e-01
1.730727061504655637e+02,   9.999030106940740570e-01
1.730253620404252217e+02,   9.998982541275728275e-01
1.729783355767993669e+02,   9.998935720918996628e-01
1.729316204194832096e+02,   9.998889641002390860e-01
1.728852104363107003e+02,   9.998844296619940897e-01
1.728390996936307999e+02,   9.998799682825270096e-01
1.727932824474270603e+02,   9.998755794630355132e-01
1.727477531349405808e+02,   9.998712627005021947e-01
1.727025063667632025e+02,   9.998670174877667405e-01
1.726575369193687095e+02,   9.998628433136441673e-01
1.726128397280524496e+02,   9.998587396631702928e-01
1.725684098802530571e+02,   9.998547060178528678e-01
1.725242426092305550e+02,   9.998507418560675930e-01
1.724803332880783842e+02,   9.998468466534050636e-01
1.724366774240481277e+02,   9.998430198831553817e-01
1.723932706531664678e+02,   9.998392610167506911e-01
1.723501087351271224e+02,   9.998355695242973074e-01
1.723071875484401403e+02,   9.998319448750817573e-01
1.722645030858232360e+02,   9.998283865381145663e-01
1.722220514498204977e+02,   9.998248939826466231e-01
1.721798288486344291e+02,   9.998214666787245131e-01
1.721378315921596425e+02,   9.998181040977012213e-01
1.720960560882056711e+02,   9.998148057127418387e-01
1.720544988388986098e+02,   9.998115709993163902e-01
1.720131564372503590e+02,   9.998083994356644633e-01
1.719720255638873709e+02,   9.998052905032197568e-01
1.719311029839286675e+02,   9.998022436870200869e-01
1.718903855440058237e+02,   9.997992584760709844e-01
1.718498701694165902e+02,   9.997963343636800948e-01
1.718095538614050213e+02,   9.997934708477391741e-01
1.717694336945612292e+02,   9.997906674309863240e-01
1.717295068143347407e+02,   9.997879236212088294e-01
1.716897704346550597e+02,   9.997852389314172417e-01
1.716502218356537242e+02,   9.997826128799796042e-01
1.716108583614835936e+02,   9.997800449907131570e-01
1.715716774182286031e+02,   9.997775347929201972e-01
1.715326764719014534e+02,   9.997750818214377055e-01
1.714938530465229292e+02,   9.997726856165837228e-01
1.714552047222802855e+02,   9.997703457241324809e-01
1.714167291337597590e+02,   9.997680616952090427e-01
1.713784239682499901e+02,   9.997658330861912690e-01
1.713402869641130621e+02,   9.997636594585711522e-01
1.713023159092194589e+02,   9.997615403787801780e-01
1.712645086394442444e+02,   9.997594754180245680e-01
1.712268630372216194e+02,   9.997574641520695637e-01
1.711893770301546454e+02,   9.997555061610210458e-01
1.711520485896781452e+02,   9.997536010291087072e-01
1.711148757297719101e+02,   9.997517483444400277e-01
1.710778565057222238e+02,   9.997499476987397049e-01
1.710409890129291739e+02,   9.997481986871181725e-01
1.710042713857579031e+02,   9.997465009078052578e-01
1.709677017964321522e+02,   9.997448539618901675e-01
1.709312784539673373e+02,   9.997432574530786820e-01
1.708949996031421676e+02,   9.997417109874443542e-01
1.708588635235072388e+02,   9.997402141731718261e-01
1.708228685284283017e+02,   9.997387666203405576e-01
1.707870129641632388e+02,   9.997373679406763580e-01
1.707512952089710723e+02,   9.997360177473647580e-01
1.707157136722520931e+02,   9.997347156548342939e-01
1.706802667937170384e+02,   9.997334612785597763e-01
1.706449530425848877e+02,   9.997322542349029728e-01
1.706097709168075767e+02,   9.997310941409445206e-01
1.705747189423206862e+02,   9.997299806143471468e-01
1.705397956723192010e+02,   9.997289132732207761e-01
1.705049996865572268e+02,   9.997278917360155059e-01
1.704703295906701896e+02,   9.997269156214333430e-01
1.704357840155198858e+02,   9.997259845483413843e-01
1.704013616165599956e+02,   9.997250981357198585e-01
1.703670610732224304e+02,   9.997242560026031732e-01
1.703328810883229494e+02,   9.997234577680796930e-01
1.702988203874856197e+02,   9.997227030512455537e-01
1.702648777185856090e+02,   9.997219914712327515e-01
1.702310518512090312e+02,   9.997213226472007053e-01
1.701973415761297304e+02,   9.997206961984017592e-01
1.701637457048020110e+02,   9.997201117441841811e-01
1.701302630688691977e+02,   9.997195689040815347e-01
1.700968925196865769e+02,   9.997190672978409909e-01
1.700636329278592882e+02,   9.997186065455389015e-01
1.700304831827936596e+02,   9.997181862676373099e-01
1.699974421922620991e+02,   9.997178060850830938e-01
1.699645088819807484e+02,   9.997174656194097730e-01
1.699316821951996701e+02,   9.997171644928478651e-01
1.698989610923047451e+02,   9.997169023284244727e-01
1.698663445504314780e+02,   9.997166787500822993e-01
1.698338315630894044e+02,   9.997164933827947797e-01
1.698014211397979523e+02,   9.997163458526937552e-01
1.697691123057318805e+02,   9.997162357871676175e-01
1.697369041013774620e+02,   9.997161628150118551e-01
1.697047955821976473e+02,   9.997161265665247543e-01
1.696727858183072328e+02,   9.997161266736348528e-01
1.696408738941565559e+02,   9.997161627700078546e-01
1.696090589082239717e+02,   9.997162344911686427e-01
1.695773399727171125e+02,   9.997163414746013110e-01
1.695457162132818780e+02,   9.997164833598641831e-01
1.695141867687192416e+02,   9.997166597886618655e-01
1.694827507907104973e+02,   9.997168704049737009e-01
1.694514074435485895e+02,   9.997171148551100561e-01
1.694201559038775144e+02,   9.997173927878090227e-01
1.693889953604385141e+02,   9.997177038543083594e-01
1.693579250138224381e+02,   9.997180477084016692e-01
1.693269440762291538e+02,   9.997184240065082328e-01
1.692960517712329533e+02,   9.997188324077164179e-01
1.692652473335537877e+02,   9.997192725738326402e-01
1.692345300088348665e+02,   9.997197441694205544e-01
1.692038990534255731e+02,   9.997202468618129334e-01
1.691733537341700355e+02,   9.997207803211596300e-01
1.691428933282010689e+02,   9.997213442204040401e-01
1.691125171227389501e+02,   9.997219382353309536e-01
1.690822244148959612e+02,   9.997225620445265859e-01
1.690520145114848276e+02,   9.997232153293956758e-01
1.690218867288326692e+02,   9.997238977741281785e-01
1.689918403925992720e+02,   9.997246090656933815e-01
1.689618748375994812e+02,   9.997253488938019350e-01
1.689319894076305104e+02,   9.997261169508642187e-01
1.689021834553028043e+02,   9.997269129319700243e-01
1.688724563418754485e+02,   9.997277365348263833e-01
1.688428074370953311e+02,   9.997285874597110489e-01
1.688132361190400275e+02,   9.997294654094182054e-01
1.687837417739644934e+02,   9.997303700892156142e-01
1.687543237961514819e+02,   9.997313012067530202e-01
1.687249815877652566e+02,   9.997322584720265137e-01
1.686957145587088860e+02,   9.997332415972852715e-01
1.686665221264845798e+02,   9.997342502969842615e-01
1.686374037160578325e+02,   9.997352842876926493e-01
1.686083587597236715e+02,   9.997363432880381762e-01
1.685793866969772523e+02,   9.997374270186196732e-01
1.685504869743861605e+02,   9.997385352019489968e-01
1.685216590454664356e+02,   9.997396675623437812e-01
1.684929023705609552e+02,   9.997408238258975732e-01
1.684642164167206886e+02,   9.997420037203625931e-01
1.684356006575887079e+02,   9.997432069751153172e-01
1.684070545732865014e+02,   9.997444333210534495e-01
1.683785776503029581e+02,   9.997456824905488482e-01
1.683501693813856548e+02,   9.997469542173583745e-01
1.683218292654349284e+02,   9.997482482365858125e-01
1.682935568073996535e+02,   9.997495642845904973e-01
1.682653515181755495e+02,   9.997509020989465700e-01
1.682372129145058750e+02,   9.997522614183724787e-01
1.682091405188838280e+02,   9.997536419826934528e-01
1.681811338594575318e+02,   9.997550435327686724e-01
1.681531924699364708e+02,   9.997564658104625135e-01
1.681253158895003139e+02,   9.997579085585929226e-01
1.680975036627096131e+02,   9.997593715208922260e-01
1.680697553394181227e+02,   9.997608544419701593e-01
1.680420704746871934e+02,   9.997623570672822257e-01
1.680144486287017855e+02,   9.997638791431032734e-01
1.679868893666883878e+02,   9.997654204164977410e-01
1.679593922588343560e+02,   9.997669806353053357e-01
1.679319568802093272e+02,   9.997685595481197174e-01
1.679045828106874580e+02,   9.997701569042763969e-01
1.678772696348723628e+02,   9.997717724538491835e-01
1.678500169420224495e+02,   9.997734059476348634e-01
1.678228243259785586e+02,   9.997750571371578632e-01
1.677956913850924536e+02,   9.997767257746651426e-01
1.677686177221573871e+02,   9.997784116131523957e-01
1.677416029443392915e+02,   9.997801144063316325e-01
1.677146466631099315e+02,   9.997818339086920192e-01
1.676877484941811076e+02,   9.997835698754723444e-01
1.676609080574400821e+02,   9.997853220627006543e-01
1.676341249768865680e+02,   9.997870902272099070e-01
1.676073988805705142e+02,   9.997888741266552914e-01
1.675807294005314247e+02,   9.997906735195435379e-01
1.675541161727387021e+02,   9.997924881652523466e-01
1.675275588370332684e+02,   9.997943178240642492e-01
1.675010570370698701e+02,   9.997961622571994722e-01
1.674746104202612855e+02,   9.997980212268430256e-01
1.674482186377226185e+02,   9.997998944961696832e-01
1.674218813442174110e+02,   9.998017818293826187e-01
1.673955981981043806e+02,   9.998036829917530399e-01
1.673693688612852384e+02,   9.998055977496573821e-01
1.673431929991535299e+02,   9.998075258705890755e-01
1.673170702805443284e+02,   9.998094671232174990e-01
1.672910003776848953e+02,   9.998114212774206200e-01
1.672649829661463343e+02,   9.998133881043099747e-01
1.672390177247959286e+02,   9.998153673762673055e-01
1.672131043357505007e+02,   9.998173588669860834e-01
1.671872424843307385e+02,   9.998193623515015949e-01
1.671614318590159485e+02,   9.998213776062193636e-01
1.671356721513999730e+02,   9.998234044089465700e-01
1.671099630561478762e+02,   9.998254425389343503e-01
1.670843042709530835e+02,   9.998274917768920078e-01
1.670586954964958011e+02,   9.998295519050313107e-01
1.670331364364016338e+02,   9.998316227070617179e-01
1.670076267972013966e+02,   9.998337039682573257e-01
1.669821662882911539e+02,   9.998357954754478749e-01
1.669567546218936229e+02,   9.998378970170567204e-01
1.669313915130193493e+02,   9.998400083831063823e-01
1.669060766794295319e+02,   9.998421293652532960e-01
1.668808098415985910e+02,   9.998442597567899215e-01
1.668555907226782153e+02,   9.998463993526581772e-01
1.668304190484613230e+02,   9.998485479494685357e-01
1.668052945473470459e+02,   9.998507053455120142e-01
1.667802169503061123e+02,   9.998528713407447421e-01
1.667551859908471101e+02,   9.998550457368264865e-01
1.667302014049828358e+02,   9.998572283370950053e-01
1.667052629311976091e+02,   9.998594189465876969e-01
1.666803703104152703e+02,   9.998616173720262790e-01
1.666555232859668649e+02,   9.998638234218196752e-01
1.666307216035600334e+02,   9.998660369060567987e-01
1.666059650112480597e+02,   9.998682576365059971e-01
1.665812532593997162e+02,   9.998704854265958453e-01
1.665565861006696196e+02,   9.998727200914150348e-01
1.665319632899690703e+02,   9.998749614476896141e-01
1.665073845844374034e+02,   9.998772093137778816e-01
1.664828497434134249e+02,   9.998794635096519556e-01
1.664583585284083256e+02,   9.998817238568727950e-01
1.664339107030774301e+02,   9.998839901785836481e-01
1.664095060331940772e+02,   9.998862622994806326e-01
1.663851442866228183e+02,   9.998885400457967476e-01
1.663608252332932977e+02,   9.998908232452745626e-01
